Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
7813,123.82,3018,1,Female,Female-Dark,NONE,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7814,165.69,1051,3,Female,Female-Albino,Blonde Bob,VR,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7815,93.36,6160,3,Male,Male-Light,Cap Forward,Big Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
7816,70.12,8875,2,Male,Male-Mid,Peak Spike,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7817,133.68,2264,3,Male,Male-Mid,Vampire Hair,Nerd Glasses,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7818,79.05,7776,2,Male,Male-Mid,Crazy Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
7819,93.3,6168,3,Male,Male-Light,Fedora,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7820,104.11,4970,3,Male,Male-Dark,Mohawk,VR,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
7821,68.2,9011,3,Female,Female-Light,Headband,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7822,123.36,3067,4,Male,Male-Mid,Shaved Head,Eye Patch,Handlebars,NONE,NONE,Cigarette,NONE,NONE,NONE
7823,75.33,8386,3,Female,Female-Mid,Bandana,Big Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
7824,111.65,4062,2,Male,Male-Dark,NONE,Regular Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
7825,77.67,8014,3,Female,Female-Light,Mohawk Thin,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7826,64.44,9248,2,Female,Female-Dark,Mohawk Thin,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7827,84.78,7086,3,Female,Female-Light,Stringy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7828,165.45,1056,4,Male,Male-Light,Top Hat,Classic Shades,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
7829,127.61,2680,3,Female,Female-Light,Messy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
7830,65.07,9202,2,Female,Female-Dark,Mohawk Dark,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7831,122.64,3138,3,Male,Male-Albino,Purple Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7832,273.1,222,3,Female,Female-Dark,Headband,Big Shades,NONE,NONE,Choker,NONE,NONE,NONE,NONE
7833,109.67,4287,3,Male,Male-Light,Frumpy Hair,Eye Mask,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
7834,86.2,6925,3,Female,Female-Dark,Mohawk Thin,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7835,120.64,3333,3,Male,Male-Dark,Mohawk,NONE,Handlebars,NONE,NONE,NONE,Smile,NONE,NONE
7836,91.27,6420,3,Female,Female-Mid,Stringy Hair,NONE,NONE,NONE,NONE,Pipe,Black Lipstick,NONE,NONE
7837,103.82,5012,3,Male,Male-Dark,Frumpy Hair,Small Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
7838,96.75,5734,3,Male,Male-Light,Mohawk Dark,Big Shades,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
7839,124.13,2988,4,Male,Male-Dark,Fedora,VR,NONE,Mole,NONE,NONE,NONE,NONE,Earring
7840,97.37,5669,2,Female,Female-Albino,Mohawk,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7841,72.92,8630,2,Female,Female-Light,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7842,56.61,9883,2,Male,Male-Dark,Bandana,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
7843,141.41,1838,3,Male,Male-Dark,Cap Forward,NONE,Front Beard,NONE,NONE,NONE,NONE,Clown Nose,NONE
7844,119.01,3447,4,Male,Male-Light,Hoodie,Classic Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
7845,104.26,4959,3,Male,Male-Albino,Messy Hair,Classic Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
7846,280.65,198,2,Male,Male-Light,Beanie,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7847,82.84,7329,3,Male,Male-Mid,Headband,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
7848,123.86,3014,3,Male,Male-Light,Clown Hair Green,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
7849,123.42,3062,2,Female,Female-Mid,Half Shaved,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7850,108.12,4483,2,Female,Female-Dark,Clown Hair Green,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7851,142.79,1758,3,Male,Male-Mid,Cowboy Hat,Regular Shades,NONE,NONE,NONE,Vape,NONE,NONE,NONE
7852,75.57,8364,3,Female,Female-Mid,Bandana,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7853,139.88,1928,3,Female,Female-Light,Straight Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
7854,130.75,2432,3,Male,Male-Light,Cap,Nerd Glasses,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
7855,66.77,9092,3,Female,Female-Mid,Headband,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7856,139.44,1955,2,Female,Female-Light,Red Mohawk,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
7857,67.82,9031,3,Female,Female-Dark,Mohawk,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7858,98.04,5583,1,Male,Male-Mid,NONE,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
7859,87.77,6765,3,Female,Female-Albino,Mohawk,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
7860,307.18,115,3,Female,Female-Mid,Straight Hair,NONE,NONE,NONE,Choker,Cigarette,NONE,NONE,NONE
7861,128.73,2600,4,Male,Male-Mid,Headband,NONE,Big Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
7862,178.42,810,4,Female,Female-Mid,Frumpy Hair,NONE,NONE,Rosy Cheeks,NONE,Vape,Purple Lipstick,NONE,NONE
7863,104.04,4978,2,Male,Male-Albino,Cap Forward,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
7864,105.52,4821,4,Male,Male-Light,Frumpy Hair,Big Shades,Goat,NONE,NONE,Cigarette,NONE,NONE,NONE
7865,118.47,3493,3,Male,Male-Albino,Messy Hair,Eye Mask,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
7866,210.52,522,5,Female,Female-Mid,Red Mohawk,Blue Eye Shadow,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,Earring
7867,76.05,8295,2,Male,Male-Light,Mohawk Thin,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7868,115.5,3767,2,Male,Male-Light,Hoodie,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
7869,100.27,5376,3,Male,Male-Dark,Bandana,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
7870,92.97,6204,3,Male,Male-Dark,Mohawk Dark,Nerd Glasses,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
7871,109.5,4316,3,Male,Male-Light,Cap,VR,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
7872,111.1,4114,3,Female,Female-Albino,Wild Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
7873,109.87,4257,3,Male,Male-Dark,Cap,NONE,NONE,Mole,NONE,NONE,NONE,Clown Nose,NONE
7874,78.66,7839,3,Female,Female-Dark,Frumpy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7875,144.84,1661,2,Female,Female-Albino,Straight Hair Blonde,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7876,84.01,7201,3,Female,Female-Light,Mohawk,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7877,130.45,2453,3,Female,Female-Albino,Straight Hair Dark,NONE,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
7878,110.56,4190,4,Male,Male-Mid,Bandana,Small Shades,Muttonchops,NONE,NONE,Cigarette,NONE,NONE,NONE
7879,122.91,3108,2,Male,Male-Light,Vampire Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
7880,159.54,1192,3,Male,Male-Mid,Cowboy Hat,NONE,Mustache,NONE,NONE,Vape,NONE,NONE,NONE
7881,174.71,877,4,Male,Male-Mid,Mohawk Thin,NONE,Luxurious Beard,NONE,Silver Chain,Pipe,NONE,NONE,NONE
7882,147.38,1552,4,Female,Female-Light,Crazy Hair,Blue Eye Shadow,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
7883,57.67,9842,2,Male,Male-Albino,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7884,188.63,689,4,Male,Male-Albino,Messy Hair,Classic Shades,Luxurious Beard,Spots,NONE,NONE,NONE,NONE,NONE
7885,76.75,8182,3,Male,Male-Dark,Messy Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,Earring
7886,153.98,1344,3,Male,Male-Light,Fedora,Small Shades,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
7887,134.23,2237,3,Female,Female-Albino,Tassle Hat,NONE,NONE,NONE,NONE,Vape,NONE,NONE,Earring
7888,148.67,1502,3,Female,Female-Light,Pigtails,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
7889,127.12,2721,3,Female,Female-Light,Mohawk,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,Earring
7890,126.39,2774,2,Male,Male-Dark,Vampire Hair,NONE,NONE,NONE,NONE,NONE,Frown,NONE,NONE
7891,111.84,4040,3,Female,Female-Light,Cap,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
7892,132.06,2342,2,Male,Male-Light,Cowboy Hat,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
7893,87.08,6827,2,Male,Male-Dark,Shaved Head,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
7894,75.9,8323,3,Female,Female-Dark,Headband,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7895,107.54,4563,2,Male,Male-Mid,Cowboy Hat,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7896,96.79,5727,4,Male,Male-Light,Wild Hair,Horned Rim Glasses,NONE,NONE,NONE,Pipe,NONE,NONE,Earring
7897,129.58,2521,3,Female,Female-Dark,Red Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7898,306.06,116,4,Female,Female-Light,Orange Side,Welding Goggles,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
7899,64.62,9237,2,Female,Female-Mid,Headband,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7900,128.77,2598,3,Female,Female-Light,Straight Hair Dark,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7901,176.24,839,3,Male,Male-Mid,Top Hat,3D Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
7902,112.89,3955,4,Male,Male-Dark,Mohawk Dark,Horned Rim Glasses,Shadow Beard,NONE,NONE,Pipe,NONE,NONE,NONE
7903,121.88,3213,3,Female,Female-Light,Red Mohawk,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7904,92.7,6238,4,Female,Female-Mid,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
7905,89.12,6663,3,Male,Male-Albino,Stringy Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
7906,82.81,7330,3,Female,Female-Mid,Bandana,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
7907,131.87,2354,2,Female,Female-Albino,Red Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7908,109.58,4304,3,Male,Male-Light,Peak Spike,Clown Eyes Blue,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
7909,123.13,3088,3,Male,Male-Dark,Police Cap,Horned Rim Glasses,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
7910,139.71,1937,2,Male,Male-Mid,Purple Hair,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
7911,78.02,7956,2,Male,Male-Mid,Knitted Cap,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
7912,100.45,5357,4,Male,Male-Light,Mohawk Dark,Horned Rim Glasses,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
7913,83.38,7271,2,Male,Male-Mid,Cap,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
7914,298.13,141,2,Zombie,Zombie,Knitted Cap,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
7915,143.08,1740,3,Female,Female-Albino,Straight Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7916,65.94,9143,2,Female,Female-Mid,Messy Hair,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7917,138.84,1983,4,Male,Male-Dark,Purple Hair,NONE,NONE,NONE,NONE,Cigarette,Smile,NONE,Earring
7918,97.79,5612,3,Male,Male-Dark,Knitted Cap,Big Shades,NONE,NONE,NONE,NONE,Frown,NONE,NONE
7919,78.63,7850,2,Female,Female-Dark,Mohawk Thin,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7920,1128.46,21,6,Female,Female-Mid,Crazy Hair,VR,NONE,Rosy Cheeks,NONE,Cigarette,Hot Lipstick,Clown Nose,NONE
7921,129.77,2511,4,Male,Male-Mid,Stringy Hair,Big Shades,Handlebars,NONE,NONE,Pipe,NONE,NONE,NONE
7922,94.67,5993,3,Female,Female-Albino,Mohawk,Classic Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7923,211.6,516,4,Male,Male-Dark,Mohawk Dark,NONE,Normal Beard Black,NONE,NONE,NONE,Buck Teeth,NONE,Earring
7924,96.51,5762,3,Female,Female-Mid,Cap,Green Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
7925,117.96,3539,3,Male,Male-Light,Peak Spike,Small Shades,NONE,NONE,NONE,NONE,Smile,NONE,NONE
7926,124.48,2950,4,Male,Male-Mid,Mohawk,NONE,Mustache,NONE,NONE,NONE,Smile,NONE,Earring
7927,70.81,8823,3,Male,Male-Light,Knitted Cap,Classic Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
7928,221.74,446,2,Female,Female-Mid,Tiara,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7929,190.38,679,4,Female,Female-Light,Straight Hair,Clown Eyes Blue,NONE,NONE,Gold Chain,NONE,Hot Lipstick,NONE,NONE
7930,105.71,4795,2,Female,Female-Mid,Straight Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
7931,77.25,8085,2,Male,Male-Dark,Mohawk Thin,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
7932,77.19,8100,3,Female,Female-Mid,Knitted Cap,Nerd Glasses,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
7933,139.84,1929,4,Male,Male-Mid,Do-rag,3D Glasses,NONE,NONE,NONE,NONE,NONE,Clown Nose,Earring
7934,65.13,9196,3,Male,Male-Mid,Headband,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7935,139.58,1945,3,Female,Female-Dark,NONE,NONE,NONE,NONE,Gold Chain,NONE,Hot Lipstick,NONE,Earring
7936,64.82,9219,2,Male,Male-Dark,Cap,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7937,123.9,3011,3,Female,Female-Albino,Tassle Hat,Nerd Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7938,92.29,6297,2,Female,Female-Light,NONE,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7939,123.87,3012,3,Male,Male-Light,Fedora,Classic Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
7940,129.22,2563,4,Female,Female-Mid,Red Mohawk,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
7941,131.87,2355,2,Female,Female-Albino,Half Shaved,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7942,350.61,68,3,Female,Female-Dark,Pink With Hat,NONE,NONE,NONE,Choker,NONE,Hot Lipstick,NONE,NONE
7943,103.06,5095,3,Female,Female-Mid,Headband,Clown Eyes Green,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7944,201.72,604,5,Male,Male-Light,Peak Spike,Eye Patch,Muttonchops,NONE,NONE,NONE,Frown,NONE,Earring
7945,184.71,734,5,Male,Male-Light,Messy Hair,Eye Patch,Goat,NONE,NONE,Pipe,NONE,NONE,Earring
7946,124.06,2997,2,Male,Male-Light,Top Hat,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7947,117.54,3576,3,Male,Male-Light,Mohawk Dark,NONE,Mustache,NONE,NONE,NONE,Smile,NONE,NONE
7948,120.21,3370,3,Male,Male-Mid,Purple Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
7949,75.22,8402,2,Male,Male-Light,Mohawk,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7950,96.11,5811,3,Male,Male-Mid,Wild Hair,Regular Shades,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
7951,143.4,1730,3,Male,Male-Mid,Cap,NONE,Muttonchops,NONE,Silver Chain,NONE,NONE,NONE,NONE
7952,156.59,1265,3,Male,Male-Mid,Purple Hair,NONE,Shadow Beard,NONE,Gold Chain,NONE,NONE,NONE,NONE
7953,205.91,568,5,Male,Male-Mid,Headband,Small Shades,NONE,NONE,NONE,Vape,Smile,NONE,Earring
7954,75.17,8416,2,Male,Male-Mid,Knitted Cap,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7955,78.66,7840,3,Male,Male-Dark,Cap,Nerd Glasses,NONE,Mole,NONE,NONE,NONE,NONE,NONE
7956,262.58,255,5,Male,Male-Albino,Police Cap,Small Shades,Goat,NONE,NONE,Pipe,Frown,NONE,NONE
7957,84.92,7068,3,Female,Female-Light,Messy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7958,105.64,4805,2,Female,Female-Mid,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7959,104.8,4911,3,Male,Male-Light,Frumpy Hair,NONE,Muttonchops,NONE,NONE,Pipe,NONE,NONE,NONE
7960,106.32,4720,2,Male,Male-Mid,Fedora,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7961,123.13,3089,3,Male,Male-Mid,Mohawk,NONE,Chinstrap,NONE,NONE,NONE,NONE,Clown Nose,NONE
7962,79.16,7753,3,Male,Male-Albino,Bandana,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7963,60.21,9695,2,Male,Male-Dark,Mohawk Thin,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7964,59.13,9779,2,Male,Male-Mid,Bandana,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7965,78.66,7841,3,Female,Female-Light,Mohawk,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
7966,112.74,3969,1,Male,Male-Light,NONE,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
7967,150.07,1451,4,Female,Female-Dark,Straight Hair Dark,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
7968,72.59,8659,3,Male,Male-Light,Do-rag,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7969,96.04,5822,3,Male,Male-Dark,Headband,Eye Patch,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
7970,83.5,7258,2,Female,Female-Light,Mohawk Thin,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
7971,1011.08,29,6,Female,Female-Mid,Wild Hair,Big Shades,NONE,Mole,NONE,Cigarette,Black Lipstick,NONE,Earring
7972,133.3,2286,3,Male,Male-Albino,Messy Hair,Small Shades,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
7973,210.45,523,3,Female,Female-Dark,Orange Side,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7974,84.26,7165,3,Male,Male-Dark,Mohawk,Eye Mask,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
7975,202.19,599,4,Male,Male-Dark,Clown Hair Green,Eye Patch,Chinstrap,NONE,NONE,Medical Mask,NONE,NONE,NONE
7976,184.26,739,3,Female,Female-Light,Blonde Bob,Purple Eye Shadow,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
7977,201.02,609,3,Female,Female-Light,Dark Hair,Purple Eye Shadow,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
7978,93.71,6117,4,Female,Female-Dark,Frumpy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
7979,144.03,1698,3,Male,Male-Light,Vampire Hair,Eye Patch,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
7980,129.37,2545,3,Female,Female-Light,Half Shaved,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7981,93.31,6167,4,Female,Female-Mid,Headband,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
7982,106.42,4700,2,Female,Female-Dark,Mohawk,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
7983,96.52,5757,3,Female,Female-Light,Frumpy Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7984,140.61,1891,3,Male,Male-Light,Vampire Hair,Eye Patch,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
7985,161.32,1153,3,Female,Female-Albino,Tassle Hat,Blue Eye Shadow,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7986,143.63,1714,4,Male,Male-Light,Cowboy Hat,Nerd Glasses,NONE,NONE,NONE,Pipe,NONE,NONE,Earring
7987,122.51,3150,3,Female,Female-Dark,Blonde Bob,Regular Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
7988,84.71,7098,3,Male,Male-Light,Headband,NONE,NONE,NONE,NONE,NONE,Frown,NONE,Earring
7989,90.16,6550,2,Male,Male-Dark,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
7990,227,396,3,Male,Male-Mid,Purple Hair,Eye Patch,NONE,NONE,NONE,NONE,Buck Teeth,NONE,NONE
7991,96.11,5812,3,Male,Male-Light,Mohawk,Big Shades,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
7992,111.79,4045,2,Male,Male-Mid,Knitted Cap,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
7993,91.28,6418,2,Male,Male-Mid,Clown Hair Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7994,136.01,2141,3,Female,Female-Dark,Dark Hair,3D Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
7995,85.06,7047,2,Male,Male-Dark,Shaved Head,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
7996,283.81,180,3,Male,Male-Light,Beanie,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
7997,132,2347,3,Male,Male-Light,Bandana,NONE,Normal Beard,NONE,Gold Chain,NONE,NONE,NONE,NONE
7998,81.64,7467,3,Male,Male-Mid,Cap Forward,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,Earring
7999,137.72,2048,4,Female,Female-Light,Blonde Short,Nerd Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8000,265.21,244,5,Male,Male-Albino,Cap,VR,Mustache,Rosy Cheeks,NONE,Cigarette,NONE,NONE,NONE
8001,121.7,3230,3,Female,Female-Mid,Mohawk,Regular Shades,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
8002,75.07,8429,3,Male,Male-Dark,Wild Hair,NONE,Shadow Beard,Mole,NONE,NONE,NONE,NONE,NONE
8003,107.78,4529,3,Male,Male-Mid,Hoodie,Regular Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
8004,88.31,6724,2,Male,Male-Dark,Peak Spike,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8005,106.06,4757,3,Male,Male-Dark,Messy Hair,NONE,Mustache,NONE,NONE,Pipe,NONE,NONE,NONE
8006,121.57,3244,3,Male,Male-Mid,Frumpy Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
8007,105.1,4878,4,Female,Female-Dark,Knitted Cap,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8008,121.48,3255,3,Male,Male-Dark,Police Cap,Nerd Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8009,118.34,3508,2,Female,Female-Light,Wild Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8010,185.35,726,2,Female,Female-Light,Orange Side,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8011,105.01,4883,3,Male,Male-Mid,Do-rag,Classic Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8012,152.65,1380,3,Male,Male-Mid,Fedora,NONE,Goat,NONE,NONE,NONE,NONE,Clown Nose,NONE
8013,85.01,7053,3,Male,Male-Mid,Wild Hair,NONE,Normal Beard Black,NONE,NONE,Cigarette,NONE,NONE,NONE
8014,107.47,4575,3,Male,Male-Mid,Police Cap,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
8015,111.41,4084,3,Male,Male-Dark,Cap Forward,Big Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
8016,134.32,2233,3,Male,Male-Dark,Crazy Hair,NONE,Luxurious Beard,NONE,NONE,Medical Mask,NONE,NONE,NONE
8017,141.65,1822,3,Male,Male-Light,Top Hat,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8018,62.23,9490,2,Female,Female-Mid,Crazy Hair,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8019,105.2,4865,4,Male,Male-Light,Knitted Cap,Regular Shades,NONE,NONE,NONE,NONE,Frown,NONE,Earring
8020,131.16,2401,3,Female,Female-Mid,Blonde Short,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8021,101.78,5234,2,Male,Male-Mid,Mohawk Thin,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
8022,89.97,6573,3,Male,Male-Light,Cap,Clown Eyes Green,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8023,231.73,374,4,Female,Female-Mid,Pigtails,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,Clown Nose,NONE
